code,description,sex,diagnosis_count,category
D75,Other diseases of blood and blood-forming organs,Male,11689.0,Diseases of the blood and blood-forming organs (D50–D89)
D76,Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue,Male,621.0,Diseases of the blood and blood-forming organs (D50–D89)
D77,Other disorders of blood and blood-forming organs in diseases classified elsewhere,Male,0.0,Diseases of the blood and blood-forming organs (D50–D89)
D80,Immunodeficiency with predominantly antibody defects,Male,6987.0,Diseases of the blood and blood-forming organs (D50–D89)
D81,Combined immunodeficiencies,Male,623.0,Diseases of the blood and blood-forming organs (D50–D89)
D82,Immunodeficiency associated with other major defects,Male,392.0,Diseases of the blood and blood-forming organs (D50–D89)
D83,Common variable immunodeficiency,Male,2833.0,Diseases of the blood and blood-forming organs (D50–D89)
D84,Other immunodeficiencies,Male,957.0,Diseases of the blood and blood-forming organs (D50–D89)
D86,Sarcoidosis,Male,2472.0,Diseases of the blood and blood-forming organs (D50–D89)
D89,"Other disorders involving the immune mechanism, not elsewhere classified",Male,598.0,Diseases of the blood and blood-forming organs (D50–D89)
E01,Iodine-deficiency-related thyroid disorders and allied conditions,Male,0.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E02,Subclinical iodine-deficiency hypothyroidism,Male,16.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E03,Other hypothyroidism,Male,1005.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E04,Other nontoxic goitre,Male,1569.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E05,Thyrotoxicosis [hyperthyroidism],Male,2080.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E06,Thyroiditis,Male,149.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E07,Other disorders of thyroid,Male,105.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E10,Type 1 diabetes mellitus,Male,24048.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E11,Type 2 diabetes mellitus,Male,40594.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E12,Malnutrition-related diabetes mellitus,Male,4.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E13,Other specified diabetes mellitus,Male,731.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E14,Unspecified diabetes mellitus,Male,1648.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E15,Nondiabetic hypoglycaemic coma,Male,2.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E16,Other disorders of pancreatic internal secretion,Male,11497.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E20,Hypoparathyroidism,Male,111.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E21,Hyperparathyroidism and other disorders of parathyroid gland,Male,1234.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E22,Hyperfunction of pituitary gland,Male,2690.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E23,Hypofunction and other disorders of pituitary gland,Male,2744.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E24,Cushing syndrome,Male,320.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E25,Adrenogenital disorders,Male,283.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E26,Hyperaldosteronism,Male,567.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E27,Other disorders of adrenal gland,Male,4841.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E28,Ovarian dysfunction,Male,2.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E29,Testicular dysfunction,Male,1612.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E30,"Disorders of puberty, not elsewhere classified",Male,1135.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E31,Polyglandular dysfunction,Male,15.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E32,Diseases of thymus,Male,73.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E34,Other endocrine disorders,Male,1664.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E35,Disorders of endocrine glands in diseases classified elsewhere,Male,0.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E40,Kwashiorkor,Male,0.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E41,Nutritional marasmus,Male,39.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E42,Marasmic kwashiorkor,Male,0.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E43,Unspecified severe protein-energy malnutrition,Male,123.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E44,Protein-energy malnutrition of moderate and mild degree,Male,1.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E45,Retarded development following protein-energy malnutrition,Male,5.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E46,Unspecified protein-energy malnutrition,Male,848.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E50,Vitamin A deficiency,Male,48.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E51,Thiamine deficiency,Male,533.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E52,Niacin deficiency [pellagra],Male,1.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E53,Deficiency of other B group vitamins,Male,1527.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E54,Ascorbic acid deficiency,Male,13.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E55,Vitamin D deficiency,Male,553.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E56,Other vitamin deficiencies,Male,44.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E58,Dietary calcium deficiency,Male,13.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E59,Dietary selenium deficiency,Male,0.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E60,Dietary zinc deficiency,Male,3.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E61,Deficiency of other nutrient elements,Male,3530.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E63,Other nutritional deficiencies,Male,123.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E65,Localized adiposity,Male,24.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E66,Obesity,Male,2665.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E67,Other hyperalimentation,Male,9.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E70,Disorders of aromatic amino-acid metabolism,Male,77.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E71,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism,Male,377.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E72,Other disorders of amino-acid metabolism,Male,296.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E73,Lactose intolerance,Male,102.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E74,Other disorders of carbohydrate metabolism,Male,388.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E75,Disorders of sphingolipid metabolism and other lipid storage disorders,Male,761.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E76,Disorders of glycosaminoglycan metabolism,Male,354.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E77,Disorders of glycoprotein metabolism,Male,24.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E78,Disorders of lipoprotein metabolism and other lipidaemias,Male,1232.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E79,Disorders of purine and pyrimidine metabolism,Male,9.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E80,Disorders of porphyrin and bilirubin metabolism,Male,548.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E83,Disorders of mineral metabolism,Male,75457.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E84,Cystic fibrosis,Male,3556.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E85,Amyloidosis,Male,3026.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E86,Volume depletion,Male,5555.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E87,"Other disorders of fluid, electrolyte and acid-base balance",Male,47020.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E88,Other metabolic disorders,Male,879.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E89,"Postprocedural endocrine and metabolic disorders, not elsewhere classified",Male,301.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
E90,Nutritional and metabolic disorders in diseases classified elsewhere,Male,7.0,"Endocrine, nutritional and metabolic diseases (E00–E90)"
F00,Dementia in Alzheimer disease,Male,1032.0,Mental and behavioural disorders (F00–F99)
F01,Vascular dementia,Male,2684.0,Mental and behavioural disorders (F00–F99)
F02,Dementia in other diseases classified elsewhere,Male,327.0,Mental and behavioural disorders (F00–F99)
F03,Unspecified dementia,Male,3215.0,Mental and behavioural disorders (F00–F99)
F04,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances",Male,14.0,Mental and behavioural disorders (F00–F99)
F05,"Delirium, not induced by alcohol and other psychoactive substances",Male,31104.0,Mental and behavioural disorders (F00–F99)
F06,Other mental disorders due to brain damage and dysfunction and to physical disease,Male,1428.0,Mental and behavioural disorders (F00–F99)
F07,"Personality and behavioural disorders due to brain disease, damage and dysfunction",Male,320.0,Mental and behavioural disorders (F00–F99)
F09,Unspecified organic or symptomatic mental disorder,Male,19.0,Mental and behavioural disorders (F00–F99)
F10,Mental and behavioural disorders due to use of alcohol,Male,47517.0,Mental and behavioural disorders (F00–F99)
F11,Mental and behavioural disorders due to use of opioids,Male,633.0,Mental and behavioural disorders (F00–F99)
F12,Mental and behavioural disorders due to use of cannabinoids,Male,970.0,Mental and behavioural disorders (F00–F99)
F13,Mental and behavioural disorders due to use of sedatives or hypnotics,Male,202.0,Mental and behavioural disorders (F00–F99)
F14,Mental and behavioural disorders due to use of cocaine,Male,533.0,Mental and behavioural disorders (F00–F99)
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine",Male,231.0,Mental and behavioural disorders (F00–F99)
F16,Mental and behavioural disorders due to use of hallucinogens,Male,69.0,Mental and behavioural disorders (F00–F99)
F17,Mental and behavioural disorders due to use of tobacco,Male,960.0,Mental and behavioural disorders (F00–F99)
F18,Mental and behavioural disorders due to use of volatile solvents,Male,42.0,Mental and behavioural disorders (F00–F99)
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,Male,2488.0,Mental and behavioural disorders (F00–F99)
F20,Schizophrenia,Male,6382.0,Mental and behavioural disorders (F00–F99)
F21,Schizotypal disorder,Male,19.0,Mental and behavioural disorders (F00–F99)
F22,Persistent delusional disorders,Male,950.0,Mental and behavioural disorders (F00–F99)
F23,Acute and transient psychotic disorders,Male,1424.0,Mental and behavioural disorders (F00–F99)
F24,Induced delusional disorder,Male,7.0,Mental and behavioural disorders (F00–F99)
F25,Schizoaffective disorders,Male,1919.0,Mental and behavioural disorders (F00–F99)
F28,Other nonorganic psychotic disorders,Male,34.0,Mental and behavioural disorders (F00–F99)
F29,Unspecified nonorganic psychosis,Male,2694.0,Mental and behavioural disorders (F00–F99)
F30,Manic episode,Male,421.0,Mental and behavioural disorders (F00–F99)
F31,Bipolar affective disorder,Male,2564.0,Mental and behavioural disorders (F00–F99)
F32,Depressive episode,Male,4234.0,Mental and behavioural disorders (F00–F99)
F33,Recurrent depressive disorder,Male,467.0,Mental and behavioural disorders (F00–F99)
F34,Persistent mood [affective] disorders,Male,27.0,Mental and behavioural disorders (F00–F99)
F38,Other mood [affective] disorders,Male,22.0,Mental and behavioural disorders (F00–F99)
F39,Unspecified mood [affective] disorder,Male,43.0,Mental and behavioural disorders (F00–F99)
F40,Phobic anxiety disorders,Male,29.0,Mental and behavioural disorders (F00–F99)
F41,Other anxiety disorders,Male,5138.0,Mental and behavioural disorders (F00–F99)
F42,Obsessive-compulsive disorder,Male,133.0,Mental and behavioural disorders (F00–F99)
F43,"Reaction to severe stress, and adjustment disorders",Male,1176.0,Mental and behavioural disorders (F00–F99)
F44,Dissociative [conversion] disorders,Male,2216.0,Mental and behavioural disorders (F00–F99)
F45,Somatoform disorders,Male,314.0,Mental and behavioural disorders (F00–F99)
F48,Other neurotic disorders,Male,29.0,Mental and behavioural disorders (F00–F99)
F50,Eating disorders,Male,728.0,Mental and behavioural disorders (F00–F99)
F51,Nonorganic sleep disorders,Male,115.0,Mental and behavioural disorders (F00–F99)
F52,"Sexual dysfunction, not caused by organic disorder or disease",Male,313.0,Mental and behavioural disorders (F00–F99)
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",Male,0.0,Mental and behavioural disorders (F00–F99)
F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,Male,6.0,Mental and behavioural disorders (F00–F99)
F55,Abuse of non-dependence-producing substances,Male,11.0,Mental and behavioural disorders (F00–F99)
F59,Unspecified behavioural syndromes associated with physiological disturbances and physical factors,Male,2.0,Mental and behavioural disorders (F00–F99)
F60,Specific personality disorders,Male,1329.0,Mental and behavioural disorders (F00–F99)
F61,Mixed and other personality disorders,Male,131.0,Mental and behavioural disorders (F00–F99)
F62,"Enduring personality changes, not attributable to brain damage and disease",Male,19.0,Mental and behavioural disorders (F00–F99)
F63,Habit and impulse disorders,Male,1.0,Mental and behavioural disorders (F00–F99)
F64,Gender identity disorders,Male,911.0,Mental and behavioural disorders (F00–F99)
F65,Disorders of sexual preference,Male,2.0,Mental and behavioural disorders (F00–F99)
F66,Psychological and behavioural disorders associated with sexual development and orientation,Male,30.0,Mental and behavioural disorders (F00–F99)
F68,Other disorders of adult personality and behaviour,Male,3.0,Mental and behavioural disorders (F00–F99)
F69,Unspecified disorder of adult personality and behaviour,Male,14.0,Mental and behavioural disorders (F00–F99)
F70,Mild disorder of intellectual development,Male,96.0,Mental and behavioural disorders (F00–F99)
F71,Moderate disorder of intellectual development,Male,37.0,Mental and behavioural disorders (F00–F99)
F72,Severe disorder of intellectual development,Male,49.0,Mental and behavioural disorders (F00–F99)
F73,Profound disorder of intellectual development,Male,1.0,Mental and behavioural disorders (F00–F99)
F79,Unspecified disorder of intellectual development,Male,72.0,Mental and behavioural disorders (F00–F99)
F80,Specific developmental disorders of speech and language,Male,284.0,Mental and behavioural disorders (F00–F99)
F81,Specific developmental disorders of scholastic skills,Male,153.0,Mental and behavioural disorders (F00–F99)
F82,Specific developmental disorder of motor function,Male,67.0,Mental and behavioural disorders (F00–F99)
F83,Mixed specific developmental disorders,Male,38.0,Mental and behavioural disorders (F00–F99)
F84,Pervasive developmental disorders,Male,743.0,Mental and behavioural disorders (F00–F99)
F88,Other disorders of psychological development,Male,11.0,Mental and behavioural disorders (F00–F99)
F89,Unspecified disorder of psychological development,Male,477.0,Mental and behavioural disorders (F00–F99)
