code,description,sex,diagnosis_count
P52,Intracranial nontraumatic haemorrhage of fetus and newborn,Female,104.0
P53,Haemorrhagic disease of fetus and newborn,Female,5.0
P54,Other neonatal haemorrhages,Female,442.0
P55,Haemolytic disease of fetus and newborn,Female,484.0
P56,Hydrops fetalis due to haemolytic disease,Female,4.0
P57,Kernicterus,Female,4.0
P58,Neonatal jaundice due to other excessive haemolysis,Female,158.0
P59,Neonatal jaundice from other and unspecified causes,Female,25014.0
P60,Disseminated intravascular coagulation of fetus and newborn,Female,4.0
P61,Other perinatal haematological disorders,Female,357.0
P70,Transitory disorders of carbohydrate metabolism specific to fetus and newborn,Female,3481.0
P71,Transitory neonatal disorders of calcium and magnesium metabolism,Female,18.0
P72,Other transitory neonatal endocrine disorders,Female,33.0
P74,Other transitory neonatal electrolyte and metabolic disturbances,Female,361.0
P75,Meconium ileus in cystic fibrosis,Female,3.0
P76,Other intestinal obstruction of newborn,Female,149.0
P77,Necrotizing enterocolitis of fetus and newborn,Female,161.0
P78,Other perinatal digestive system disorders,Female,1806.0
P80,Hypothermia of newborn,Female,1882.0
P81,Other disturbances of temperature regulation of newborn,Female,1479.0
P83,Other conditions of integument specific to fetus and newborn,Female,2240.0
P90,Convulsions of newborn,Female,155.0
P91,Other disturbances of cerebral status of newborn,Female,574.0
P92,Feeding problems of newborn,Female,7915.0
P93,Reactions and intoxications due to drugs administered to fetus and newborn,Female,3.0
P94,Disorders of muscle tone of newborn,Female,429.0
P95,Fetal death of unspecified cause,Female,622.0
P96,Other conditions originating in the perinatal period,Female,1638.0
Q00,Anencephaly and similar malformations,Female,8.0
Q01,Encephalocele,Female,99.0
Q02,Microcephaly,Female,152.0
Q03,Congenital hydrocephalus,Female,279.0
Q04,Other congenital malformations of brain,Female,560.0
Q05,Spina bifida,Female,406.0
Q06,Other congenital malformations of spinal cord,Female,175.0
Q07,Other congenital malformations of nervous system,Female,834.0
Q10,"Congenital malformations of eyelid, lacrimal apparatus and orbit",Female,524.0
Q11,"Anophthalmos, microphthalmos and macrophthalmos",Female,50.0
Q12,Congenital lens malformations,Female,3203.0
Q13,Congenital malformations of anterior segment of eye,Female,45.0
Q14,Congenital malformations of posterior segment of eye,Female,27.0
Q15,Other congenital malformations of eye,Female,168.0
Q16,Congenital malformations of ear causing impairment of hearing,Female,43.0
Q17,Other congenital malformations of ear,Female,679.0
Q18,Other congenital malformations of face and neck,Female,976.0
Q20,Congenital malformations of cardiac chambers and connections,Female,766.0
Q21,Congenital malformations of cardiac septa,Female,4312.0
Q22,Congenital malformations of pulmonary and tricuspid valves,Female,474.0
Q23,Congenital malformations of aortic and mitral valves,Female,789.0
Q24,Other congenital malformations of heart,Female,450.0
Q25,Congenital malformations of great arteries,Female,1657.0
Q26,Congenital malformations of great veins,Female,221.0
Q27,Other congenital malformations of peripheral vascular system,Female,2069.0
Q28,Other congenital malformations of circulatory system,Female,1132.0
Q30,Congenital malformations of nose,Female,199.0
Q31,Congenital malformations of larynx,Female,908.0
Q32,Congenital malformations of trachea and bronchus,Female,144.0
Q33,Congenital malformations of lung,Female,254.0
Q34,Other congenital malformations of respiratory system,Female,106.0
Q35,Cleft palate,Female,522.0
Q36,Cleft lip,Female,174.0
Q37,Cleft palate with cleft lip,Female,508.0
Q38,"Other congenital malformations of tongue, mouth and pharynx",Female,2510.0
Q39,Congenital malformations of oesophagus,Female,671.0
Q40,Other congenital malformations of upper alimentary tract,Female,194.0
Q41,"Congenital absence, atresia and stenosis of small intestine",Female,167.0
Q42,"Congenital absence, atresia and stenosis of large intestine",Female,200.0
Q43,Other congenital malformations of intestine,Female,1138.0
Q44,"Congenital malformations of gallbladder, bile ducts and liver",Female,567.0
Q45,Other congenital malformations of digestive system,Female,76.0
Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments",Female,471.0
Q51,Congenital malformations of uterus and cervix,Female,404.0
Q52,Other congenital malformations of female genitalia,Female,657.0
Q53,Undescended testicle,Female,0.0
Q54,Hypospadias,Female,3.0
Q55,Other congenital malformations of male genital organs,Female,1.0
Q56,Indeterminate sex and pseudohermaphroditism,Female,27.0
Q60,Renal agenesis and other reduction defects of kidney,Female,69.0
Q61,Cystic kidney disease,Female,637.0
Q62,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,Female,463.0
Q63,Other congenital malformations of kidney,Female,323.0
Q64,Other congenital malformations of urinary system,Female,207.0
Q65,Congenital deformities of hip,Female,1934.0
Q66,Congenital deformities of feet,Female,1626.0
Q67,"Congenital musculoskeletal deformities of head, face, spine and chest",Female,270.0
Q68,Other congenital musculoskeletal deformities,Female,241.0
Q69,Polydactyly,Female,611.0
Q70,Syndactyly,Female,172.0
Q71,Reduction defects of upper limb,Female,60.0
Q72,Reduction defects of lower limb,Female,157.0
Q74,Other congenital malformations of limb(s),Female,551.0
Q75,Other congenital malformations of skull and face bones,Female,622.0
Q76,Congenital malformations of spine and bony thorax,Female,298.0
Q77,Osteochondrodysplasia with defects of growth of tubular bones and spine,Female,144.0
Q78,Other osteochondrodysplasias,Female,991.0
Q79,"Congenital malformations of the musculoskeletal system, not elsewhere classified",Female,981.0
Q80,Congenital ichthyosis,Female,33.0
Q81,Epidermolysis bullosa,Female,171.0
Q82,Other congenital malformations of skin,Female,1671.0
Q83,Congenital malformations of breast,Female,305.0
Q84,Other congenital malformations of integument,Female,59.0
Q85,"Phakomatoses, not elsewhere classified",Female,1121.0
Q86,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",Female,11.0
Q87,Other specified congenital malformation syndromes affecting multiple systems,Female,539.0
Q89,"Other congenital malformations, not elsewhere classified",Female,662.0
Q90,Down syndrome,Female,255.0
Q91,Edwards' syndrome and Patau syndrome,Female,44.0
Q92,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",Female,20.0
Q93,"Monosomies and deletions from the autosomes, not elsewhere classified",Female,109.0
Q95,"Balanced rearrangements and structural markers, not elsewhere classified",Female,7.0
Q96,Turner syndrome,Female,51.0
Q97,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",Female,31.0
Q98,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",Female,1.0
Q99,"Other chromosome abnormalities, not elsewhere classified",Female,104.0
R00,Abnormalities of heart beat,Female,30449.0
R01,Cardiac murmurs and other cardiac sounds,Female,429.0
R02,"Gangrene, not elsewhere classified",Female,534.0
R03,"Abnormal blood-pressure reading, without diagnosis",Female,1492.0
R04,Haemorrhage from respiratory passages,Female,13343.0
R05,Cough,Female,10107.0
R06,Abnormalities of breathing,Female,40449.0
R07,Pain in throat and chest,Female,156914.0
R09,Other symptoms and signs involving the circulatory and respiratory systems,Female,3782.0
R10,Abdominal and pelvic pain,Female,238016.0
R11,Nausea and vomiting,Female,33428.0
R12,Heartburn,Female,3334.0
R13,Dysphagia,Female,33718.0
R14,Flatulence and related conditions,Female,2613.0
R15,Faecal incontinence,Female,3474.0
R16,"Hepatomegaly and splenomegaly, not elsewhere classified",Female,460.0
R17,Unspecified jaundice,Female,2217.0
R18,Ascites,Female,5564.0
R19,Other symptoms and signs involving the digestive system and abdomen,Female,45720.0
R20,Disturbances of skin sensation,Female,6607.0
R21,Rash and other nonspecific skin eruption,Female,7846.0
R22,"Localized swelling, mass and lump of skin and subcutaneous tissue",Female,7416.0
R23,Other skin changes,Female,2160.0
R25,Abnormal involuntary movements,Female,4303.0
R26,Abnormalities of gait and mobility,Female,11152.0
R27,Other lack of coordination,Female,554.0
R29,Other symptoms and signs involving the nervous and musculoskeletal systems,Female,86819.0
R30,Pain associated with micturition,Female,1495.0
R31,Unspecified haematuria,Female,13074.0
R32,Unspecified urinary incontinence,Female,2583.0
R33,Retention of urine,Female,7717.0
R34,Anuria and oliguria,Female,156.0
R35,Polyuria,Female,1497.0
R36,Urethral discharge,Female,12.0
R39,Other symptoms and signs involving the urinary system,Female,4647.0
R40,"Somnolence, stupor and coma",Female,3097.0
R41,Other symptoms and signs involving cognitive functions and awareness,Female,17076.0
R42,Dizziness and giddiness,Female,21652.0
R43,Disturbances of smell and taste,Female,42.0
R44,Other symptoms and signs involving general sensations and perceptions,Female,1583.0
R45,Symptoms and signs involving emotional state,Female,7133.0
R46,Symptoms and signs involving appearance and behaviour,Female,1733.0
R47,"Speech disturbances, not elsewhere classified",Female,4550.0
R48,"Dyslexia and other symbolic dysfunctions, not elsewhere classified",Female,15.0
R49,Voice disturbances,Female,686.0
R50,Fever of other and unknown origin,Female,17941.0
R51,Headache,Female,57402.0
R52,"Pain, not elsewhere classified",Female,4526.0
R53,Malaise and fatigue,Female,10975.0
R54,Senility,Female,4363.0
R55,Syncope and collapse,Female,47339.0
R56,"Convulsions, not elsewhere classified",Female,24688.0
R57,"Shock, not elsewhere classified",Female,97.0
R58,"Haemorrhage, not elsewhere classified",Female,181.0
R59,Enlarged lymph nodes,Female,6480.0
R60,"Oedema, not elsewhere classified",Female,4593.0
R61,Hyperhidrosis,Female,1204.0
R62,Lack of expected normal physiological development,Female,1664.0
R63,Symptoms and signs concerning food and fluid intake,Female,14476.0
R64,Cachexia,Female,66.0
R68,Other general symptoms and signs,Female,13029.0
R69,Unknown and unspecified causes of morbidity,Female,164416.0
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,Female,28.0
R71,Abnormality of red blood cells,Female,86.0
R72,"Abnormality of white blood cells, not elsewhere classified",Female,140.0
R73,Elevated blood glucose level,Female,1159.0
R74,Abnormal serum enzyme levels,Female,1146.0
R75,Laboratory evidence of human immunodeficiency virus [HIV],Female,1.0
R76,Other abnormal immunological findings in serum,Female,866.0
R77,Other abnormalities of plasma proteins,Female,518.0
R78,"Findings of drugs and other substances, not normally found in blood",Female,69.0
R79,Other abnormal findings of blood chemistry,Female,11678.0
R80,Isolated proteinuria,Female,406.0
R81,Glycosuria,Female,12.0
R82,Other abnormal findings in urine,Female,316.0
R83,Abnormal findings in cerebrospinal fluid,Female,39.0
R84,Abnormal findings in specimens from respiratory organs and thorax,Female,142.0
R85,Abnormal findings in specimens from digestive organs and abdominal cavity,Female,220.0
R86,Abnormal findings in specimens from male genital organs,Female,5.0
R87,Abnormal findings in specimens from female genital organs,Female,1638.0
R89,"Abnormal findings in specimens from other organs, systems and tissues",Female,306.0
R90,Abnormal findings on diagnostic imaging of central nervous system,Female,1365.0
R91,Abnormal findings on diagnostic imaging of lung,Female,6469.0
R92,Abnormal findings on diagnostic imaging of breast,Female,135.0
R93,Abnormal findings on diagnostic imaging of other body structures,Female,13592.0
R94,Abnormal results of function studies,Female,9690.0
R95,Sudden infant death syndrome,Female,4.0
R99,Other ill-defined and unspecified causes of mortality,Female,0.0
S00,Superficial injury of head,Female,19555.0
S01,Open wound of head,Female,20062.0
S02,Fracture of skull and facial bones,Female,8020.0
S03,"Dislocation, sprain and strain of joints and ligaments of head",Female,428.0
S04,Injury of cranial nerves,Female,26.0
S05,Injury of eye and orbit,Female,1124.0
S06,Intracranial injury,Female,21995.0
S07,Crushing injury of head,Female,1.0
S08,Traumatic amputation of part of head,Female,23.0
S09,Other and unspecified injuries of head,Female,8464.0
S10,Superficial injury of neck,Female,402.0
S11,Open wound of neck,Female,320.0
S12,Fracture of neck,Female,4854.0
S13,"Dislocation, sprain and strain of joints and ligaments at neck level",Female,462.0
S14,Injury of nerves and spinal cord at neck level,Female,452.0
S15,Injury of blood vessels at neck level,Female,29.0
S16,Injury of muscle and tendon at neck level,Female,57.0
S17,Crushing injury of neck,Female,0.0
S19,Other and unspecified injuries of neck,Female,242.0
S20,Superficial injury of thorax,Female,1295.0
S21,Open wound of thorax,Female,205.0
S22,"Fracture of rib(s), sternum and thoracic spine",Female,21992.0
S23,"Dislocation, sprain and strain of joints and ligaments of thorax",Female,74.0
S24,Injury of nerves and spinal cord at thorax level,Female,70.0
S25,Injury of blood vessels of thorax,Female,31.0
S26,Injury of heart,Female,29.0
S27,Injury of other and unspecified intrathoracic organs,Female,2039.0
S28,Crushing injury of thorax and traumatic amputation of part of thorax,Female,8.0
S29,Other and unspecified injuries of thorax,Female,501.0
S30,"Superficial injury of abdomen, lower back and pelvis",Female,3016.0
S31,"Open wound of abdomen, lower back and pelvis",Female,1646.0
S32,Fracture of lumbar spine and pelvis,Female,33225.0
S33,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",Female,190.0
S34,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level",Female,64.0
S35,"Injury of blood vessels at abdomen, lower back and pelvis level",Female,115.0
S36,Injury of intra-abdominal organs,Female,1414.0
S37,Injury of urinary and pelvic organs,Female,521.0
S38,"Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis",Female,15.0
S39,"Other and unspecified injuries of abdomen, lower back and pelvis",Female,1136.0
S40,Superficial injury of shoulder and upper arm,Female,1269.0
S41,Open wound of shoulder and upper arm,Female,724.0
S42,Fracture of shoulder and upper arm,Female,26659.0
S43,"Dislocation, sprain and strain of joints and ligaments of shoulder girdle",Female,2138.0
S44,Injury of nerves at shoulder and upper arm level,Female,31.0
S45,Injury of blood vessels at shoulder and upper arm level,Female,19.0
S46,Injury of muscle and tendon at shoulder and upper arm level,Female,742.0
S47,Crushing injury of shoulder and upper arm,Female,0.0
S48,Traumatic amputation of shoulder and upper arm,Female,9.0
S49,Other and unspecified injuries of shoulder and upper arm,Female,492.0
S50,Superficial injury of forearm,Female,1138.0
